	ENCFF003GCY	ENCFF020FWO	ENCFF024SOP	ENCFF024TPY	ENCFF025BJB	ENCFF036JUB	ENCFF039XCN	ENCFF040GTO	ENCFF047JNI	ENCFF051VXY	ENCFF058VTF	ENCFF067JJG	ENCFF068XKO	ENCFF081JVT	ENCFF083YCN	ENCFF084GLJ	ENCFF085SZC	ENCFF102GUG	ENCFF109TAE	ENCFF115HTH	ENCFF116GQA	ENCFF132JBP	ENCFF132MDE	ENCFF133DIO	ENCFF134ZDK	ENCFF148PHO	ENCFF153WQN	ENCFF172GSX	ENCFF173YTQ	ENCFF174VRM	ENCFF183AEI	ENCFF195YWM	ENCFF197KHQ	ENCFF203HVV	ENCFF205UIO	ENCFF214NKM	ENCFF216SYK	ENCFF226AOZ	ENCFF227WZR	ENCFF232BIG	ENCFF249GZW	ENCFF262FHU	ENCFF270GNM	ENCFF290EPY	ENCFF291MQR	ENCFF293ZIH	ENCFF305WVB	ENCFF316XWU	ENCFF329GDP	ENCFF336YFC	ENCFF338EDR	ENCFF341RBP	ENCFF348CJE	ENCFF363XQF	ENCFF370OYQ	ENCFF378QVC	ENCFF378WSR	ENCFF389QWJ	ENCFF391WYC	ENCFF395KUT	ENCFF402THI	ENCFF422YFH	ENCFF435GTP	ENCFF438GJD	ENCFF444VNW	ENCFF466BFI	ENCFF468NND	ENCFF474QSW	ENCFF484XHW	ENCFF490EXW	ENCFF498MDZ	ENCFF499CXR	ENCFF512TSJ	ENCFF561ENC	ENCFF577ZMC	ENCFF578BEO	ENCFF589FTC	ENCFF589IQE	ENCFF597TKH	ENCFF609BOM	ENCFF612BRI	ENCFF617DDH	ENCFF635WCC	ENCFF639EJH	ENCFF642UFQ	ENCFF645FNZ	ENCFF667BSO	ENCFF675ZGP	ENCFF677BGN	ENCFF679QGU	ENCFF680GPQ	ENCFF682LFV	ENCFF683CID	ENCFF685YFE	ENCFF709TMH	ENCFF721LXU	ENCFF727SUT	ENCFF765ADK	ENCFF765BJR	ENCFF779CFZ	ENCFF782KJY	ENCFF808FRN	ENCFF811RTH	ENCFF812GJU	ENCFF819NTW	ENCFF833SIZ	ENCFF843QJV	ENCFF845VOI	ENCFF848SAN	ENCFF849KDW	ENCFF861KWC	ENCFF866OCE	ENCFF871EKB	ENCFF880ORV	ENCFF889NTH	ENCFF909JGU	ENCFF913NRZ	ENCFF914SZL	ENCFF916NTG	ENCFF919NRH	ENCFF932ATD	ENCFF936OHE	ENCFF948CVH	ENCFF948PWG	ENCFF962JWU	ENCFF966HTZ	ENCFF967WVU	ENCFF971IBL	ENCFF978OUM	ENCFF979NIV	ENCFF983AVE	ENCFF987DJP	ENCFF992VNB
MER39	3.127551196	0.560496226	0.102477916	0.204039992	3.360954975	0.452168998	0.110875281	0.760982791	0.300138064	2.592531303	0.243530214	2.182259454	0.456021557	0.110243165	1.14296753	0.250092707	2.976651148	0.244468891	0.53621417	0.365835534	0.204045196	0.784483588	0.737551455	0.551980953	3.356530042	0.394323988	0.323540831	0.102366719	0.301354589	3.537049474	0.555270093	0.27442371	0.207744059	2.451350761	0.363969892	2.469375851	0.222772967	1.632910023	0.357924588	2.969954857	2.853407605	0.248036379	0.298663481	0.220848057	0.316599631	0.117350232	0.538547963	2.184587429	0.161529538	1.79401366	0.322772689	0.397562375	0.202989481	0.158906722	0.156351792	0.280084025	0.268808533	2.579984081	0.243906405	0.232645736	0.537753456	0.250239453	0.302352301	0.38595137	3.53348988	1.452317347	0.117157753	0.097609951	0.362844702	0.129030408	0.29476787	1.228264694	0.455530555	0.363403164	0.313646014	0.76017671	2.449042559	0.300663715	0.280469943	2.771179731	1.785639698	0.216321454	0.26106934	1.226253762	0.298292277	0.120271814	2.275622107	0.325761675	1.616767633	0.357977154	0.202269091	3.063808927	2.330531802	1.132331247	2.997422217	2.79912916	2.588671304	1.963515532	0.343482421	3.141929746	0.168537432	3.249925655	0.411911096	0.7840157	0.227466591	0.158161113	0.251767212	0.561797753	0.356282092	2.593356157	0.180627681	1.976418122	0.26023369	0.389343123	0.17963534	0.249995192	0.128543883	0.157040656	0.277794926	2.579054761	0.305810398	0.254590587	0.346131975	0.366287788	0.156922916	0.28021857	0.308737265	0.535341788	0.362697307	0.524812654	1.442819079	0.298249277	0.225237908
MER39B	4.887557094	0.406974924	0.153641299	0.208311634	4.971874433	0.424373165	0.19834973	0.62992126	0.378816577	4.285911793	0.204574281	3.221955509	0.207590908	0.158215331	2.83286119	0.52072033	5.274102649	0.206058108	0.497462939	0.634627589	0.455195734	0.668108161	0.592056837	0.64735732	5.034913635	0.570287995	0.509498508	0.155223263	0.605922896	5.746478873	0.645443378	0.35	0.1614205	3.584380535	0.995501807	3.953533776	0.140281967	3.572826938	0.838437711	4.629883294	4.92218397	0.207856994	0.441361917	0.06936737	0.802486578	0.144279325	0.603542329	3.226967679	0.149248162	3.495207329	0.506668114	0.571665404	0.328700225	0.530257838	0.45245944	0.402070664	0.625050955	4.301572618	0.205735917	0.646957891	0.479309794	0.496310043	0.380372765	0.977729495	5.78657741	3.202244217	0.146713615	0.212434499	0.321233537	0.250752257	0.492914356	2.402876731	0.176872192	0.326583932	0.304358412	0.627146015	3.88135512	0.624455966	0.312744332	4.398218583	3.527151167	0.319649299	0.391926318	2.412019899	0.43413545	0.1515075	3.78588295	0.621263789	3.614308702	0.835150559	0.329566855	4.873159605	3.860824263	2.835652803	5.277442702	4.426010467	3.874967709	3.509816851	0.371747212	4.847225829	0.301503209	5.402225075	0.929870467	0.680983535	0.429635287	0.530047042	0.493534695	0.412397297	0.316555872	3.906065054	0.189429816	3.465325614	0.38935756	0.416406413	0.188501414	0.487804878	0.251490982	0.441891295	0.317158262	4.252987528	0.498398006	0.397329943	0.372000744	0.633330455	0.437177582	0.403368124	0.495540139	0.630708496	0.994951542	0.34046241	3.237104649	0.221500295	0.139411683
MER41A	3.381738611	0.390964379	0.352982704	0.047305927	3.170662148	0.227872001	0.290951411	0.553837301	0.139616056	2.236499246	0.280379073	2.260623462	0.542948851	0.293545665	1.858926098	0.566729968	2.809494153	0.09487666	0.548822319	0.434593655	0.059566357	0.632645634	0.541989541	0.60954703	3.133964548	0.652963147	0.572809006	0.354475848	0.842320985	2.737763222	0.6093033	0.159087293	0.277192593	2.542973338	0.400975708	1.894648719	0.257889817	2.399221385	0.504291789	3.439295194	2.739402836	0.096010753	0.144504494	0.285523936	0.546924581	0.133067199	0.527312643	2.274929684	0.355709132	2.4079183	0.58061894	0.653321486	0.212548886	0.183908046	0.18015854	0.160753244	0.44721608	2.229373041	0.28157381	0.229861572	0.548516264	0.567921408	0.138662599	0.476378211	2.750218475	2.083358865	0.136388434	0.241173066	0.098811788	0.313598627	0.085217589	1.908176691	0.54437453	0.097703957	0.197919023	0.555579607	1.903286489	0.837036717	0.212585034	2.572075703	2.399006642	0.272656725	0.059539758	1.903913771	0.14346379	0.345526583	2.116459056	0.692736436	2.38502385	0.503735597	0.216034047	3.175251898	1.99778968	1.848343422	2.794911334	2.554067448	2.521280034	2.656480261	0.141960762	3.383578366	0.175757221	2.837365164	0.408147013	0.629323116	0.284925262	0.183222891	0.220628792	0.387535704	0.096810107	2.536887867	0.294270383	2.654292883	0.060437568	0.063621326	0.295302946	0.220970059	0.312813843	0.160791092	0.213431986	2.647363965	0.065046996	0.108377588	0.143090175	0.434708153	0.162604931	0.161097303	0.06444337	0.52141527	0.405104314	0.380651619	2.077503086	0.103745202	0.258072841
MER41B	5.163908532	0.649350649	0.845253576	0.170619348	5.19417402	0.548010131	0.333077974	0.813147874	0.603117163	3.384454716	0.670771559	3.010290112	1.412141505	0.33494105	2.765313134	1.10440222	4.026455961	0.129993934	0.486720094	1.221503296	0.402933355	1.067686222	0.756637316	0.484978652	5.222846527	1.388144176	0.600513857	0.840299922	0.762382764	4.240961597	0.488417527	0.41625908	0.660848937	3.731839416	0.997958024	3.242912503	0.642279508	3.518211921	1.187811006	4.99517707	3.888801936	0.130793042	0.57753393	0.524292206	1.172310686	0.736196319	0.596285435	3.010075089	1.205564142	3.739534268	0.601094144	1.395167809	1.024926998	0.948607779	0.952277303	0.442310123	1.230776309	3.375315833	0.669217702	0.547268895	0.484913343	1.110666035	0.604633401	0.995415058	4.248726556	3.190184049	0.754527163	0.885778821	0.652110364	0.888273287	0.578201792	2.461361533	1.410375712	0.65393375	0.489842219	0.811741879	3.219601093	0.759980684	0.35525126	4.08402083	3.761852602	0.955968109	0.440747066	2.467781738	0.578232187	0.800556176	3.005197514	1.363564848	3.488372093	1.187439529	1.031088285	5.006978116	3.214188901	2.753099348	4.008970071	4.081012185	3.938512183	3.624838177	0.468957611	5.18375431	0.892458724	4.43697479	0.85431246	1.073767851	1.056639885	0.952194248	1.136017852	0.648731663	0.706744998	3.963063852	1.253033451	3.621669358	0.436086127	0.549657187	1.24568347	1.13939246	0.884425124	0.954233494	0.358481343	3.925685355	0.471503507	0.432008507	0.468652364	1.218173704	0.952450729	0.444472665	0.471545195	0.596507011	0.999200639	0.594008264	3.173969015	0.563839118	0.647782816
MER41C	8.047337278	1.199165798	0.597779675	0.340599455	9.319719815	0.874380647	0.590938936	1.194681072	0.739553803	7.025672186	0.4671338	5.154530727	0.113314448	0.593510947	4.110451818	1.271186441	8.44025955	0.521829883	0.885449119	1.278711816	0.528485361	1.358315689	1.365761412	0.778895323	9.307564619	1.652815606	0.622701933	0.576558768	0.831792976	9.978943514	0.78592175	0.646203554	0.529555835	6.358641186	2.041061352	8.779631255	0.675143468	6.033854378	1.67884465	7.657312734	8.08907499	0.507872016	1.305220884	0.571297989	1.546761928	0.248015873	0.926676706	5.189688407	0.913687032	6.046732605	0.629949604	1.642188042	0.614864346	1.872865484	1.62022035	0.651678071	1.506491205	6.923652695	0.470272086	1.199096066	0.88428913	1.290646399	0.742390497	1.957295374	9.799514519	5.576613079	0.237981913	0.927697571	0.973796034	1.05938438	1.111560226	3.882114932	0.115473441	0.975955993	0.499850045	1.179335983	8.740564164	0.831741729	1.174168297	7.786176122	6.060606061	0.520098076	0.745871071	3.875228557	1.329515238	0.570125428	6.182872805	1.548551649	6.019472387	1.665247422	0.609849062	8.806593655	8.520349943	4.059982974	8.601829753	7.78830388	6.436941104	6.446966839	0.602591142	8.132414849	0.915621919	9.52958503	1.697372609	1.349983125	0.618285803	1.832686503	0.956327702	1.189614151	0.774460029	6.43099199	1.177856302	6.579868403	0.754961173	0.921977642	1.17866005	0.948166877	1.065340909	1.146542458	1.143437937	7.419409858	0.582207732	0.527565286	0.603136309	1.27466717	1.169163318	0.667668169	0.581665891	0.916065499	2.015650937	1.051261514	5.588055531	0.732600733	0.694524829
MER44B	1.953488372	0.201495094	0.098898925	0.065824118	1.724700508	0.1366836	0.307258994	0.280445909	0.096693096	1.59657033	0.369607688	1.208901462	0.486392076	0.309525652	0.597627678	0.292015463	1.296590161	0	0.216715109	0.278520499	0.041490333	0.352650758	0.284949574	0.225943647	1.732088102	0.357578369	0.175065942	0.099258867	0.351204389	1.186154344	0.225763612	0.062998079	0.310655483	1.794014515	0.283319561	1.454838111	0.2234537	0.822928041	0.548135967	1.965808965	1.266961679	0	0.080128205	0.131630907	0.519458032	0.285687077	0.164164403	1.210773412	0.284333239	0.71248028	0.173617139	0.354816405	0.386732114	0.042322668	0.04223508	0.06460157	0.22778245	1.596004079	0.368576243	0.179571901	0.217611142	0.293550281	0.097285728	0.277200277	1.174502616	0.557601974	0.282299802	0.340028109	0.102399563	0.321226166	0.078317735	0.645182103	0.492632899	0.103473252	0.039089985	0.281888654	1.447534571	0.353262194	0.14900909	1.299371674	0.726142831	0.381914862	0.084118439	0.640232191	0.081027428	0.159139374	1.414713015	0.345285525	0.820603459	0.547454706	0.388849007	1.61286759	1.494232263	0.59404662	1.292887191	1.295727649	1.891446124	0.976205003	0.040275484	1.9528344	0.354561571	1.364349546	0.179796415	0.350519158	0.464410663	0.042227946	0.43655867	0.201971239	0.135906496	1.887533221	0.290923196	0.977955259	0.083815271	0.044547398	0.290634309	0.438266967	0.32256578	0.337932977	0.15060997	1.116331767	0	0.153546934	0.039772501	0.276895813	0.336162703	0.064178673	0	0.164135009	0.28118849	0.177259567	0.566095996	0.048132461	0.226019347
MER44C	1.798850883	0.37396082	0.187573271	0.185960019	1.633932442	0.261857222	0.258102577	0.621073157	0.068780521	1.533415683	0.338015474	1.438900252	0.69609239	0.258264463	0.592691374	0.2382134	1.393922498	0.189807346	0.274805804	0.316238866	0.236588395	0.527384733	0.474692933	0.268930808	1.643688571	0.419930974	0.266422446	0.190421784	0.297900676	1.449425406	0.268703697	0.230765681	0.224668614	1.679293915	0.16999864	1.515151515	0.127242652	0.910145851	0.602967461	1.704730627	1.3857296	0.190785081	0.343642612	0.127177922	0.552192621	0.135317997	0.278898138	1.429415239	0.307314075	0.873531981	0.267554054	0.42091971	0.301763159	0.181829202	0.119567167	0.278836323	0.224988751	1.540535336	0.336624776	0.309861337	0.276732344	0.241633442	0.069715561	0.19778481	1.444713895	0.809458399	0.135281385	0.257168574	0.148089644	0.167056465	0.282023803	0.575373993	0.70325736	0.146792582	0.112088774	0.625900642	1.519756839	0.298386955	0.145465125	1.212559016	0.869964476	0.335809932	0.181050091	0.568068414	0.343269066	0.186610683	1.357810124	0.435919791	0.904793142	0.59747354	0.30079065	1.616840503	1.412429379	0.613930644	1.37775206	1.196872851	1.76175044	1.110764674	0.174408465	1.807245165	0.157183276	1.426744072	0.200388754	0.526003604	0.131763879	0.1840265	0.180196414	0.37658237	0.146035146	1.753208805	0.244217284	1.115285278	0.18202779	0.193075042	0.244515859	0.180196414	0.167369619	0.162159971	0.142979697	1.198925763	0.195248942	0.073083388	0.171125435	0.319412281	0.161374914	0.277495144	0.192579278	0.280759346	0.168270849	0.283720138	0.802646301	0.069415521	0.128155837
MER44D	3.161698284	0.185162326	0.2997003	0	2.599957839	0	0.388832724	0.245828596	0	1.522888113	0.237022991	1.715052694	0.479452055	0.389044507	1.03248352	0.252016129	1.885458402	0	0.195068664	0.169023607	0	0.330719078	0.21942198	0.203707476	2.634389462	0.417385497	0.141663125	0.302114804	0.25974026	2.190340598	0.200096046	0	0.155799642	2.130099951	0.429522514	1.898073455	0.134825401	1.130054537	0.541186552	2.992412098	1.837109614	0	0.119703136	0.26462027	0.48534051	0	0.228519196	1.727504882	0.357168369	1.133903721	0.141497754	0.41678244	0.273647724	0.131233596	0.127681307	0	0.105887336	1.533396473	0.238133037	0.272940663	0.194091844	0.255438716	0	0.35335689	2.212144674	0.575644984	0	0.338891148	0	0.4911936	0.119602918	0.654835964	0.46644899	0	0	0.245045487	1.865323634	0.256532415	0.29730935	1.342930812	1.121876594	0.264900662	0	0.649076688	0.120758363	0.395647873	1.446572005	0.438200093	1.101743629	0.535117057	0.275558005	2.604523646	1.687763713	1.025681486	1.875512836	1.33847307	2.407121446	1.106376004	0.122624157	3.155285103	0.246548323	2.18363315	0.127183314	0.334089011	0	0.130701869	0	0.183497462	0	2.44262144	0.509535595	1.117595927	0	0	0.51713948	0	0.486144871	0.343229792	0.302206105	1.574483214	0	0.308737265	0.119889701	0.165938382	0.342114266	0	0	0.225428314	0.425713069	0.179985601	0.572290724	0	0.133725595
MER4A1_	1.972098459	0.078622533	0	0.257201646	2.057429108	0.089078924	0.195713866	0.468566966	0	2.156302815	0.208507089	1.809136137	0	0.201999798	0.90881551	0	2.035124746	0	0.247194344	0.072490033	0	0.396268975	0.358123433	0.209665583	2.06964816	0.14159292	0.362253215	0	0.66203244	1.676914477	0.209654594	0	0.201085864	1.789850495	0	1.585752623	0	0.799114827	0.23048777	1.892403352	1.924721985	0	0	0	0.227667264	0	0.176845084	1.808318264	0.093040566	0.660851176	0.360165676	0.142126208	0	0	0	0	0.068143101	2.122289779	0.204457166	0.1393534	0.248818114	0	0	0	1.691570341	0.594608879	0	0.08907099	0.133725595	0.089293687	0	0.759333474	0	0.133994372	0.152183838	0.470976098	1.57613967	0.662910176	0.585251658	1.251738526	0.659761166	0	0	0.75878931	0	0	1.770520828	0.1749965	0.796959294	0.233222553	0	2.199736032	1.48334094	0.901893977	2.028245192	1.248266297	1.821493625	1.180384161	0.15410695	1.947630383	0.107135205	1.323451562	0.165143675	0.39845522	0.240992891	0	0.239894446	0.079751176	0.13397642	1.825139829	0.094401964	1.160459964	0	0	0.09386146	0.244140625	0.090522314	0.107909787	0.585594378	1.096491228	0	0.20242915	0.156298843	0.072228241	0.113109377	0	0	0.176553672	0	0.077095058	0.603419376	0.190294957	0
MER4B	2.044602628	0.880065493	0.167492965	0.337313634	1.960643665	0.531767317	0.544803611	1.136072872	0.297353553	1.841565028	0.187306004	1.552354404	0.836195986	0.540179031	1.03745338	0.814378786	1.581135685	0.405241118	0.718691198	1.295166588	0.292617674	1.036079475	1.174090342	0.728341943	1.95428871	0.794823362	0.719220883	0.169061708	0.78046605	1.240604247	0.729434013	0.44920747	0.15809027	1.748323949	1.488309568	1.115289019	0.275570661	1.13774758	0.947852924	1.970867002	1.613417631	0.408357721	0.527725907	0.225743826	1.017871763	0.470411139	0.870016485	1.564523998	0.267334192	1.246429499	0.724061391	0.791264441	0.243338606	0.786026201	0.594151848	0.427547195	1.25259466	1.826784859	0.186175164	0.911510555	0.714926363	0.80465287	0.294391836	1.474615547	1.237173423	0.920346606	0.491593747	0.414021529	0.562489014	0.467256968	0.604765553	0.960321271	0.834141173	0.557316521	0.3187251	1.140696133	1.10991311	0.78916866	0.405844156	1.648849429	1.235669664	0.266761515	0.3011789	0.97421078	0.529898504	0.165196419	1.714739078	0.80611561	1.138258304	0.952562393	0.244006588	1.844727903	1.118095008	1.036024812	1.608036211	1.646462819	1.62022035	1.545680375	0.367062278	2.059260954	0.473761949	1.105468615	1.514508139	1.03232774	0.526169179	0.778008299	0.532815144	0.885484236	0.584513822	1.61109662	0.244439012	1.569396763	0.298100673	0.180383315	0.244839997	0.537260603	0.467246052	0.516291877	0.408100801	1.632569767	0.27621766	0.466055616	0.366166239	1.281194296	0.520366569	0.43126327	0.276969949	0.867698772	1.491747269	0.890381852	0.924117729	0.294334069	0.274901494
MER4C	0.617630545	0.80590168	0.597966912	0	0.654497855	0.694107031	0.703674746	1.224177506	0.580551524	0.985309925	0.160307791	1.112429546	0.801871032	0.699790063	0.433890817	0.546631906	0.996307801	0	0.541900523	0.840336134	0.771010023	0.997577312	1.216772744	0.607189119	0.638614915	0.894429382	0.317819055	0.603743208	0.703573412	0.43644299	0.603524584	0.769082869	0.155884645	1.151789387	0.705517144	0.852514919	0.537489922	0.623232178	1.011736139	0.700280112	1.005474249	0	0.487626478	0.407664085	0.956272277	0.291036088	0.633713561	1.121774897	0.649163301	0.664282064	0.318572794	0.895906826	0.443498315	0.38545548	0.255199694	0.685602351	0.680592639	0.987831709	0.15764168	0.972289742	0.543246285	0.547045952	0.591016548	0.62774639	0.436776589	0.563091886	0.287521564	0.549601539	0.313906037	0.345733647	0.363372093	0.875855581	0.814940577	0.309949375	0.354609929	1.182821788	0.841278744	0.701832151	0	0.966391066	0.67308688	0.358551452	0.496956144	0.872628551	0.484027106	0.488138241	1.067887109	0.780577089	0.629509467	1.007004274	0.458253139	0.794807259	0.809206977	0.430781281	0.980109542	0.989391524	1.133170157	0.657678395	0.363812758	0.619857996	0.75263422	0.307566127	0.88794926	0.981767181	0.462107209	0.385505012	0.462278107	0.797741777	0.310462589	1.120573734	0.657222141	0.662361318	0.514006682	0.271849939	0.666617288	0.477372542	0.353082409	1.020321401	0	0.968103536	0.406945198	0	0.362537764	0.834306691	1.037972494	0.696032614	0.409836066	0.639619883	0.716845878	0.714455823	0.562084824	0.588235294	0.54884742
MER4D	1.992031873	1.520540178	0.514933059	0.431704369	2.055684876	1.058263272	0.328828384	1.334196891	0.923702198	1.89014041	0.234796901	1.49934603	0.602288697	0.327804366	0.720605979	0.556313258	1.856637479	0.51391863	0.800052248	1.028068665	0.955718382	1.20546613	1.285772988	0.789428522	2.040510128	0.755465319	0.541899357	0.51369863	0.582750583	1.742399927	0.792488586	1.111568547	0.166822368	1.623348287	1.279824481	1.522740934	0.521346232	1.078243887	0.987469681	1.850806907	1.716798758	0.514182878	1.125953222	0.226218754	1.007011786	0.494926998	0.814474373	1.502109345	0.491113908	1.090417412	0.537522023	0.758572461	0.497607656	0.713501647	0.645890522	1.15980449	1.047003787	1.873052885	0.237747512	0.78696417	0.811634533	0.555834469	0.941324129	1.121010089	1.750910012	0.830619249	0.36688272	0.610145854	1.065719361	0.678646248	1.075819672	0.920040147	0.604490501	1.070663812	1.222618441	1.337002518	1.529482793	0.581021027	0.510529675	1.751797898	1.093828619	0.41714069	0.977198697	0.915916124	1.134898117	0.409651387	1.62784262	0.750161573	1.078507183	0.994554092	0.497664804	1.917275214	1.611541708	0.717935019	1.841574795	1.737500286	1.790510295	1.356002921	1.274794758	1.999951808	0.696572862	1.625301999	1.378989219	1.206125903	0.665831114	0.699413569	0.636993391	1.533861952	1.046755059	1.789047915	0.466867939	1.361375338	0.966754391	0.981184347	0.464871231	0.643733655	0.689427775	0.721188519	0.510920935	1.709105856	1.15928588	0.393159033	1.282051282	1.026350964	0.732359295	1.157120423	1.146328882	0.812426253	1.280487805	1.469880129	0.832165382	0.877357899	0.524414404
MER4D1	2.154011847	1.630306541	0.284100998	0.700280112	2.145440938	1.069102925	0.458023494	1.549253346	0.730383973	1.724820002	0.307245405	1.487165498	0.547619048	0.464734828	1.050579892	0.789442326	2.044947534	0.714898484	1.061686721	1.228452546	0.857516812	1.476423364	1.571825846	0.995945081	2.149194052	0.739754402	0.560154354	0.2824061	0.572983813	1.949764881	0.995024876	1.118985453	0.279064576	1.721394474	1.234754561	1.442102848	0.333571599	1.398436447	0.918948723	2.110102114	1.998197704	0.719372707	1.190071404	0.424368163	0.839852559	0.29925187	1.213669754	1.485647583	0.379823762	1.16713352	0.556111667	0.741656366	0.442869796	0.764285393	0.798899294	1.019437271	1.188332065	1.721007342	0.306287242	0.898180706	1.060748235	0.785872096	0.715234495	1.244995606	1.953723567	1.243735596	0.301083902	0.530363299	1.134160173	0.566028449	1.315789474	1.015228426	0.548010484	1.151260816	0.662992583	1.541343324	1.440167583	0.568916473	0.846874504	1.904151427	1.170117012	0.377014672	0.856164384	1.008214658	1.195661457	0.413180457	1.741413492	0.696099933	1.409910139	0.915415599	0.439961032	2.017358668	1.385041551	1.046068297	2.0512608	1.923406524	1.832541394	1.562477183	0.848572277	2.153453501	0.847259554	1.835060449	1.467775653	1.47382701	0.714819508	0.773078672	0.696933493	1.640759931	1.191938164	1.819206311	0.439163007	1.553290944	0.854470228	0.899749017	0.437681831	0.686947988	0.567704991	0.924159313	0.845308538	1.842534193	0.963530375	0.542564158	0.847709066	1.231771765	0.923278532	1.03777501	0.963623223	1.2154166	1.227854762	1.440494852	1.226551227	0.659664079	0.334496106
MER61C	6.351772722	0.62289772	0	0	6.834375454	0.413964399	3.214400514	0.56113224	0.605326877	5.102505695	0.162680983	4.887388522	3.623188406	3.066494513	7.144016886	1.487183973	7.760141093	0	1.881467545	0.224592925	0.255362615	0.860132843	0.631791761	2.312902693	6.836363636	0.515139374	1.81356547	0	1.808045804	9.968985379	2.333722287	0.192159877	0.158202816	4.420350292	0.142755175	5.571565802	0	6.869195046	0.743494424	5.837837838	7.004858208	0	0.244678248	0	0.71329856	4.053271569	1.647446458	4.876314319	0	8.051024676	1.771667493	0.505760045	0	0	0	0.201572264	0.108837614	5.092297899	0.160153748	0.452744765	1.898133502	1.489529484	0.604960678	0.141964793	9.920634921	6.437545426	4.156769596	0.140390285	0.647668394	0.143740118	0.248323814	5.358697836	3.553854565	0.646970024	0.494315373	0.563204005	5.536464299	1.784386617	0	6.45231846	8.134320576	0	0.518672199	5.356788572	0.248323814	0	4.588582983	0.325150382	6.890611542	0.720623339	0	6.227155814	5.160339108	7.059201027	7.755581669	6.588498046	4.925192826	8.032128514	0.491279784	6.4652639	0	8.755854205	0.603136309	0.861738797	0.189071658	0	0.18928639	0.630517024	0.420256356	4.944491091	0	8.140531277	0.52924054	0	0	0.189000189	0.142918394	0	0	6.020278834	0	0.313185092	0.481000481	0.227453656	0	0.200320513	0	1.656695812	0.147470875	0.492853622	6.61209068	0	0
MER61D	5.463734463	1.222307105	0.490316254	0	5.902777778	1.498252039	1.510003775	1.1755198	0	4.366335553	0.776548243	4.029832792	3.824409711	1.492815824	3.822629969	1.329243354	5.519525321	0	2.264578222	1.347890551	0.305064063	1.447848497	1.137311396	1.669449082	5.969101124	1.007996774	2.105617788	0.476644423	1.591652666	6.011500261	1.661291899	0.471809389	0.748643084	3.595326076	1.365187713	4.024144869	0.328731098	4.534883721	1.030480529	5.66572238	5.443658138	0	0.886262925	0.323519896	0.894360269	2.732240437	1.642755448	4.131212233	0.521195274	4.732843443	2.114701404	1.001268273	0.219828534	0.92364532	0.619195046	0.479156684	1.398423595	4.379721888	0.764818356	1.189532117	2.249086309	1.329379282	0	1.013513514	6.20782726	4.735202492	2.898550725	0.166805671	1.758352173	0.16903313	0.58910162	3.070140912	3.747148908	1.763224181	0.870827286	1.179419136	4.074241738	1.614060258	1.098498718	5.116767253	4.694835681	0.207210941	0.310173697	3.085687159	0.855431993	0.466853408	3.670398238	0.712850755	4.542807222	1.029642876	0.216637782	5.478569127	4.006231916	3.812065186	5.702066999	5.226480836	3.929701998	5.206247497	1.462415911	5.495260338	0.606673407	5.545752458	1.005732676	1.428244973	0.899887514	0.91296409	0.905797101	1.177856302	1.471309465	4.065499718	0.526038927	5.193767479	0.310559006	0.328947368	0.525762355	0.910746812	0.165043737	0.620090947	1.121914734	4.727544165	0.340831629	0.747384155	1.49970006	1.341921632	0.615258409	0.480422772	0.332667997	1.651254954	1.397624039	1.029260403	4.827849066	0	0.322164948
MER61E	7.234639888	0.584453536	0.564652739	0.37993921	6.709571409	0.539374326	1.614797416	0.758503997	0.270635995	5.440788914	0.15453562	5.141143428	8.287645034	1.652892562	4.361558129	0.953137411	8.826524839	0.377358491	1.035196687	1.269169751	0.236854571	0.946329593	0.658249058	0.842266462	6.587792417	0.792267469	0.672088178	0.570776256	1.477000985	8.675412611	0.854966579	0.184638109	0.147536146	4.140948512	1.348981519	7.35821967	0.514271021	5.539411551	0.895522388	6.712091935	7.959248647	0.386100386	0.463177397	0.255427842	0.752854574	2.668089648	0.520652551	5.148495972	0.415167451	5.500982318	0.675219446	0.794155019	0.524017467	0.978473581	0.492975105	0.37993921	1.079171981	5.44819954	0.151952591	1.987032002	1.041434204	0.968992248	0.279955207	1.19760479	8.476328303	4.634194439	2.712967987	0.522670848	0.196540881	0.654878847	0.2299908	3.508991791	8.285532186	0.19778481	0.220750552	0.754147813	7.224669604	1.46188653	0.866801502	6.338172153	5.470887065	0.341530055	0.239808153	3.447214528	0.46609182	0.550155877	4.587155963	0.82619023	5.552016019	0.903031606	0.51203277	6.431695395	6.530331672	4.336448598	8.554507567	6.318149394	4.778038398	6.755695208	0.452284034	7.060063224	0.478087649	7.750397456	1.341328704	0.953938403	0.527333451	1.014198783	0.54664723	0.581125058	0.391542678	4.761904762	0.709723208	6.753042795	0.24378352	0.257798402	0.672675905	0.539374326	0.663746183	0.487012987	0.851305335	5.77130001	0.512689054	0.293341156	0.463070155	1.280546366	0.496606522	0.367242012	0.535045479	0.520969002	1.366680333	0.571559214	4.575545171	0	0.51072523
